study_id,score,combo,event_type,event_actuator,event_receiver,elapse_time,distance_between_players,distance_since_last_displacement_trigger,distance_trend,movement_trend,is_first_playthrough
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,6,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,GettingHit,P1Enemy,P1,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,Displacement,P2,P1,48,3.8,3.2,Closer,Sideways,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
dFnaoU2Jvf5a,0,0,EnemyHit,P1,P1Enemy,48,3.33,-1,None,None,True
